file	line	kind	name	tells_us	statement
groups/pgg_raag.v	444	Lemma	empty_comm_traces		Lemma empty_comm_traces L :
groups/pgg_raag.v	479	Lemma	swap_word_perm	(* --- Helper: adj_swap preserves perm_eq --- *)	Lemma swap_word_perm L' (k : 'I_L') (w : pgg_word M L'.+1) :
groups/pgg_raag.v	505	Lemma	adj_swap_perm		Lemma adj_swap_perm L (w1 w2 : pgg_word M L) :
groups/pgg_raag.v	513	Lemma	trace_perm		Lemma trace_perm L (w1 w2 : pgg_word M L) :
groups/pgg_raag.v	526	Lemma	not_sorted_descent	(* --- Helper: unsorted sequence has adjacent descent --- *)	Lemma not_sorted_descent (s : seq nat) :
groups/pgg_raag.v	547	Lemma	inv_count_zero_sorted		Lemma inv_count_zero_sorted L (w : pgg_word M L) :
groups/pgg_raag.v	587	Lemma	inv_count_swap_lt	(* Swapping an adjacent descent decreases inv_count *)	Lemma inv_count_swap_lt L' (k : 'I_L') (w : pgg_word M L'.+1) :
groups/pgg_raag.v	700	Lemma	full_comm_connect_sorted	(* --- Full comm: every word connects to a sorted word --- *)	Lemma full_comm_connect_sorted L
groups/pgg_raag.v	749	Lemma	full_comm_traces	(* Full comm -> n_traces = 'C(L + Tg.-1, Tg.-1) (abelian case) *)	Lemma full_comm_traces L :
groups/pgg_raag.v	820	Lemma	full_comm_trace_iff_perm		Lemma full_comm_trace_iff_perm L (w1 w2 : pgg_word M L) :
groups/pgg_raag.v	847	Lemma	indep_adj_swap_false	(* Independent set lower bound on traces *)	Lemma indep_adj_swap_false (I : {set 'I_Tg}) L (w1 w2 : pgg_word M L) :
groups/pgg_raag.v	865	Lemma	indep_set_traces_lb		Lemma indep_set_traces_lb (I : {set 'I_Tg}) (L : nat) :
groups/pgg_raag.v	950	Lemma	word_eval_perm_eq		Lemma word_eval_perm_eq L (w1 w2 : pgg_word M L) :
groups/pgg_raag.v	962	Lemma	indep_set_singleton_traces	(* Independent set generators have singleton trace classes: no two distinct I-words are trace-equivalent. *)	Lemma indep_set_singleton_traces (I : {set 'I_Tg}) (L : nat)
groups/pgg_raag.v	996	Lemma	indep_set_word_eval_inj	(* Charney's theorem (finite analog): independent set generators with raag_weval_inj give word_eval injectivity on I-words *)	Lemma indep_set_word_eval_inj (I : {set 'I_Tg}) (L : nat) :
groups/pgg_raag.v	1019	Lemma	raag_weval_inj1		Lemma raag_weval_inj1 : @weval_inj R 1.
groups/pgg_raag.v	1022	Lemma	raag_search_space_1		Lemma raag_search_space_1 : @search_space R 1 = Tg.
groups/pgg_raag.v	1896	Lemma	val_tnth_nth		Lemma val_tnth_nth n (w : n.-tuple 'I_Tg) (i : 'I_n) :
groups/pgg_raag.v	2256	Lemma	n_traces_of_natB	(* ------------------------------------------------------------------ *)	Lemma n_traces_of_natB (L : nat) :
groups/pgg_raag_clique.v	141	Lemma	star3_cc0	(* ---- Clique counts for star K_{1,3} (4 generators) ---- *)	Lemma star3_cc0 : clique_count 4 0 (star_comm_nat 3) = 1.
groups/pgg_raag_clique.v	144	Lemma	star3_cc1		Lemma star3_cc1 : clique_count 4 1 (star_comm_nat 3) = 4.
groups/pgg_raag_clique.v	147	Lemma	star3_cc2		Lemma star3_cc2 : clique_count 4 2 (star_comm_nat 3) = 3.
groups/pgg_raag_clique.v	150	Lemma	star3_cc3		Lemma star3_cc3 : clique_count 4 3 (star_comm_nat 3) = 0.
groups/pgg_raag_clique.v	153	Lemma	star3_cc4		Lemma star3_cc4 : clique_count 4 4 (star_comm_nat 3) = 0.
groups/pgg_raag_clique.v	160	Lemma	complete3_cc0	(* ---- Clique counts for complete graph on 3 generators ---- *)	Lemma complete3_cc0 : clique_count 3 0 complete_comm_nat = 1.
groups/pgg_raag_clique.v	163	Lemma	complete3_cc1		Lemma complete3_cc1 : clique_count 3 1 complete_comm_nat = 3.
groups/pgg_raag_clique.v	166	Lemma	complete3_cc2		Lemma complete3_cc2 : clique_count 3 2 complete_comm_nat = 3.
groups/pgg_raag_clique.v	169	Lemma	complete3_cc3		Lemma complete3_cc3 : clique_count 3 3 complete_comm_nat = 1.
groups/pgg_raag_clique.v	176	Lemma	empty3_cc0	(* ---- Clique counts for empty graph on 3 generators ---- *)	Lemma empty3_cc0 : clique_count 3 0 (fun _ _ => false) = 1.
groups/pgg_raag_clique.v	179	Lemma	empty3_cc1		Lemma empty3_cc1 : clique_count 3 1 (fun _ _ => false) = 3.
groups/pgg_raag_clique.v	182	Lemma	empty3_cc2		Lemma empty3_cc2 : clique_count 3 2 (fun _ _ => false) = 0.
groups/pgg_raag_clique.v	189	Lemma	path3_cc0	(* ---- Clique counts for path on 3 generators ---- *)	Lemma path3_cc0 : clique_count 3 0 path_comm_nat = 1.
groups/pgg_raag_clique.v	192	Lemma	path3_cc1		Lemma path3_cc1 : clique_count 3 1 path_comm_nat = 3.
groups/pgg_raag_clique.v	195	Lemma	path3_cc2		Lemma path3_cc2 : clique_count 3 2 path_comm_nat = 1.
groups/pgg_raag_clique.v	198	Lemma	path3_cc3		Lemma path3_cc3 : clique_count 3 3 path_comm_nat = 0.
groups/pgg_raag_clique.v	205	Lemma	star3_ct0	(* ---- Trace counts: star K_{1,3} ---- *)	Lemma star3_ct0 : clique_traces 4 0 (star_comm_nat 3) = 1.
groups/pgg_raag_clique.v	208	Lemma	star3_ct1		Lemma star3_ct1 : clique_traces 4 1 (star_comm_nat 3) = 4.
groups/pgg_raag_clique.v	211	Lemma	star3_ct2		Lemma star3_ct2 : clique_traces 4 2 (star_comm_nat 3) = 13.
groups/pgg_raag_clique.v	214	Lemma	star3_ct3		Lemma star3_ct3 : clique_traces 4 3 (star_comm_nat 3) = 40.
groups/pgg_raag_clique.v	218	Lemma	star3_ntB0	(* Cross-check with n_traces_natB *)	Lemma star3_ntB0 : n_traces_natB 4 0 (star_comm_nat 3) = 1.
groups/pgg_raag_clique.v	221	Lemma	star3_ntB1		Lemma star3_ntB1 : n_traces_natB 4 1 (star_comm_nat 3) = 4.
groups/pgg_raag_clique.v	224	Lemma	star3_ntB2		Lemma star3_ntB2 : n_traces_natB 4 2 (star_comm_nat 3) = 13.
groups/pgg_raag_clique.v	227	Lemma	star3_ntB3		Lemma star3_ntB3 : n_traces_natB 4 3 (star_comm_nat 3) = 40.
groups/pgg_raag_clique.v	232	Lemma	free3_ct0	(* ---- Trace counts: free group (3 generators) ---- *)	Lemma free3_ct0 : clique_traces 3 0 (fun _ _ => false) = 1.
groups/pgg_raag_clique.v	235	Lemma	free3_ct1		Lemma free3_ct1 : clique_traces 3 1 (fun _ _ => false) = 3.
groups/pgg_raag_clique.v	238	Lemma	free3_ct2		Lemma free3_ct2 : clique_traces 3 2 (fun _ _ => false) = 9.
groups/pgg_raag_clique.v	241	Lemma	free3_ct3		Lemma free3_ct3 : clique_traces 3 3 (fun _ _ => false) = 27.
groups/pgg_raag_clique.v	245	Lemma	free3_ntB2	(* Cross-check *)	Lemma free3_ntB2 : n_traces_natB 3 2 (fun _ _ => false) = 9.
groups/pgg_raag_clique.v	250	Lemma	abelian3_ct0	(* ---- Trace counts: abelian (3 generators) ---- *)	Lemma abelian3_ct0 : clique_traces 3 0 complete_comm_nat = 1.
groups/pgg_raag_clique.v	253	Lemma	abelian3_ct1		Lemma abelian3_ct1 : clique_traces 3 1 complete_comm_nat = 3.
groups/pgg_raag_clique.v	256	Lemma	abelian3_ct2		Lemma abelian3_ct2 : clique_traces 3 2 complete_comm_nat = 6.
groups/pgg_raag_clique.v	259	Lemma	abelian3_ct3		Lemma abelian3_ct3 : clique_traces 3 3 complete_comm_nat = 10.
groups/pgg_raag_clique.v	265	Lemma	abelian3_ntB2	(* Cross-check *)	Lemma abelian3_ntB2 : n_traces_natB 3 2 complete_comm_nat = 6.
groups/pgg_raag_clique.v	268	Lemma	abelian3_ntB3		Lemma abelian3_ntB3 : n_traces_natB 3 3 complete_comm_nat = 10.
groups/pgg_raag_clique.v	273	Lemma	path3_ct0	(* ---- Trace counts: path (3 generators) ---- *)	Lemma path3_ct0 : clique_traces 3 0 path_comm_nat = 1.
groups/pgg_raag_clique.v	276	Lemma	path3_ct1		Lemma path3_ct1 : clique_traces 3 1 path_comm_nat = 3.
groups/pgg_raag_clique.v	279	Lemma	path3_ct2		Lemma path3_ct2 : clique_traces 3 2 path_comm_nat = 8.
groups/pgg_raag_clique.v	282	Lemma	path3_ct3		Lemma path3_ct3 : clique_traces 3 3 path_comm_nat = 21.
groups/pgg_raag_clique.v	286	Lemma	path3_ntB2	(* Cross-check *)	Lemma path3_ntB2 : n_traces_natB 3 2 path_comm_nat = 8.
groups/pgg_raag_clique.v	289	Lemma	path3_ntB3		Lemma path3_ntB3 : n_traces_natB 3 3 path_comm_nat = 21.
groups/pgg_raag_clique.v	298	Lemma	subseqs_k_size	(* --- Helper lemma: size of elements in subseqs_k --- *)	Lemma subseqs_k_size k s t : t \in subseqs_k k s -> size t = k.
groups/pgg_raag_clique.v	310	Lemma	filter_pred1T	(* --- Empty graph: clique_count Tg 0 = 1, clique_count Tg 1 = Tg --- *)	Lemma filter_pred1T (T : Type) (p : pred T) (x : T) :
groups/pgg_raag_clique.v	314	Lemma	all_pairs_comm_nil		Lemma all_pairs_comm_nil comm : all_pairs_comm_sorted comm [::] = true.
groups/pgg_raag_clique.v	317	Lemma	subseqs_k0		Lemma subseqs_k0 s : subseqs_k 0 s = [:: [::]].
groups/pgg_raag_clique.v	320	Lemma	clique_count0		Lemma clique_count0 Tg comm : clique_count Tg 0 comm = 1.
groups/pgg_raag_clique.v	326	Lemma	subseqs_k1		Lemma subseqs_k1 s : subseqs_k 1 s = [seq [:: x] | x <- s].
groups/pgg_raag_clique.v	332	Lemma	empty_clique_count1		Lemma empty_clique_count1 Tg :
groups/pgg_raag_clique.v	340	Lemma	subseqs_k_subseq		Lemma subseqs_k_subseq k s t : t \in subseqs_k k s -> subseq t s.
groups/pgg_raag_clique.v	350	Lemma	mem_subseqs_k		Lemma mem_subseqs_k k s t :
groups/pgg_raag_clique.v	371	Lemma	all_pairs_false_neq		Lemma all_pairs_false_neq (s : seq nat) (a b : nat) :
groups/pgg_raag_clique.v	381	Lemma	empty_clique_countk		Lemma empty_clique_countk Tg k :
groups/pgg_raag_clique.v	404	Lemma	sumn_map_0	(* Helper: sumn of all-zero map is 0 *)	Lemma sumn_map_0 {A : eqType} (f : A -> nat) (s : seq A) :
groups/pgg_raag_clique.v	413	Lemma	clique_step_free	(* clique_step for empty graph = Tg * previous element *)	Lemma clique_step_free Tg memo :
groups/pgg_raag_clique.v	444	Lemma	clique_traces_aux_inv	(* Invariant: clique_traces_aux extends memo with powers of Tg *)	Lemma clique_traces_aux_inv Tg n memo :
groups/pgg_raag_clique.v	472	Lemma	clique_traces_free		Lemma clique_traces_free Tg L :
groups/pgg_raag_clique.v	488	Lemma	all_pairs_complete	(* All distinct pairs commute in a complete graph *)	Lemma all_pairs_complete (s : seq nat) :
groups/pgg_raag_clique.v	497	Lemma	size_subseqs_k		Lemma size_subseqs_k k s :
groups/pgg_raag_clique.v	506	Lemma	complete_clique_count		Lemma complete_clique_count Tg k :
groups/pgg_raag_clique.v	534	Lemma	filter_iota_head_even		Lemma filter_iota_head_even L :
groups/pgg_raag_clique.v	538	Lemma	filter_iota_head_odd		Lemma filter_iota_head_odd L :
groups/pgg_raag_clique.v	542	Lemma	sumn_filter_map		Lemma sumn_filter_map {A : eqType} (p : pred A) (f : A -> nat) (s : seq A) :
groups/pgg_raag_clique.v	547	Lemma	spos_unfold		Lemma spos_unfold n r L :
groups/pgg_raag_clique.v	552	Lemma	sneg_unfold		Lemma sneg_unfold n r L :
groups/pgg_raag_clique.v	557	Lemma	spos_split		Lemma spos_split n r L :
groups/pgg_raag_clique.v	566	Lemma	sneg_eq_tail		Lemma sneg_eq_tail n r L :
groups/pgg_raag_clique.v	576	Lemma	sumn_map_add		Lemma sumn_map_add {A : Type} (f g : A -> nat) (s : seq A) :
groups/pgg_raag_clique.v	581	Lemma	sumn_map_split		Lemma sumn_map_split (f g h : nat -> nat) m M :
groups/pgg_raag_clique.v	591	Lemma	sumn_map_eq		Lemma sumn_map_eq (f g : nat -> nat) m M :
groups/pgg_raag_clique.v	600	Lemma	sumn_shift_even_to_odd_gen		Lemma sumn_shift_even_to_odd_gen (g : nat -> nat) m M :
groups/pgg_raag_clique.v	608	Lemma	sumn_shift_odd_to_even_gen		Lemma sumn_shift_odd_to_even_gen (g : nat -> nat) m M :
groups/pgg_raag_clique.v	616	Lemma	sumn_iota_map0		Lemma sumn_iota_map0 (f : nat -> nat) m M :
groups/pgg_raag_clique.v	625	Lemma	spos_L0		Lemma spos_L0 n r : spos n r 0 = 'C(r, r).
groups/pgg_raag_clique.v	628	Lemma	sneg_L0		Lemma sneg_L0 n r : sneg n r 0 = 0.
groups/pgg_raag_clique.v	631	Lemma	spos0		Lemma spos0 r L : spos 0 r L = 'C(L + r, r).
groups/pgg_raag_clique.v	640	Lemma	sneg0		Lemma sneg0 r L : sneg 0 r L = 0.
groups/pgg_raag_clique.v	647	Lemma	binSn		Lemma binSn n k : 0 < k ->
groups/pgg_raag_clique.v	653	Lemma	spos_pascal_core	(* Core identity for spos_pascal: decomposes even-parity sum using Pascal's rule C(n+1,k) = C(n,k) + C(n,k-1) and reindexing. *)	Lemma spos_pascal_core n r L :
groups/pgg_raag_clique.v	685	Lemma	sneg_pascal_core	(* Core identity for sneg_pascal: decomposes odd-parity sum using Pascal's rule and reindexing. *)	Lemma sneg_pascal_core n r L :
groups/pgg_raag_clique.v	715	Lemma	spos_pascal		Lemma spos_pascal n r L :
groups/pgg_raag_clique.v	722	Lemma	sneg_pascal		Lemma sneg_pascal n r L :
groups/pgg_raag_clique.v	729	Lemma	spos_inv		Lemma spos_inv n r L : n <= r ->
groups/pgg_raag_clique.v	758	Lemma	spos_eq_sneg		Lemma spos_eq_sneg n L :
groups/pgg_raag_clique.v	766	Lemma	pos_eq_sneg_range		Lemma pos_eq_sneg_range Tg r L :
groups/pgg_raag_clique.v	772	Lemma	neg_eq_spos_sub		Lemma neg_eq_spos_sub Tg r L :
groups/pgg_raag_clique.v	778	Lemma	clique_step_abelian		Lemma clique_step_abelian Tg memo :
groups/pgg_raag_clique.v	807	Lemma	clique_traces_aux_inv_abelian		Lemma clique_traces_aux_inv_abelian Tg n memo :
groups/pgg_raag_clique.v	830	Lemma	clique_traces_abelian		Lemma clique_traces_abelian Tg L :
groups/pgg_raag_clique.v	850	Lemma	free_growth_check	(* Free: Tg^L *)	Lemma free_growth_check : [seq clique_traces 3 L (fun _ _ => false) | L <- iota 0 5]
groups/pgg_raag_clique.v	855	Lemma	abelian_growth_check	(* Abelian: C(L+Tg-1, Tg-1) for Tg=3 gives C(L+2,2) *)	Lemma abelian_growth_check : [seq clique_traces 3 L complete_comm_nat | L <- iota 0 5]
groups/pgg_raag_clique.v	860	Lemma	star3_growth_check	(* Star K_{1,3}: m_L = (3^{L+1}-1)/2 *)	Lemma star3_growth_check :
groups/pgg_raag_clique.v	866	Lemma	path3_growth_check	(* Path on 3: m_L satisfies m_L = 3*m_{L-1} - m_{L-2} *)	Lemma path3_growth_check :
groups/pgg_raag_clique.v	895	Lemma	cartier_foata_check_free3	(* vm_compute verification of cartier_foata for all concrete instances *)	Lemma cartier_foata_check_free3 :
groups/pgg_raag_clique.v	901	Lemma	cartier_foata_check_abelian3		Lemma cartier_foata_check_abelian3 :
groups/pgg_raag_clique.v	907	Lemma	cartier_foata_check_path3		Lemma cartier_foata_check_path3 :
groups/pgg_raag_clique.v	913	Lemma	cartier_foata_check_star3		Lemma cartier_foata_check_star3 :
groups/pgg_raag_clique.v	919	Lemma	cartier_foata_check_abelian4		Lemma cartier_foata_check_abelian4 :
groups/pgg_raag_clique.v	963	Lemma	table_T4_free	(* Verify the T=4 comparison table *)	Lemma table_T4_free :
groups/pgg_raag_clique.v	971	Lemma	table_T4_path		Lemma table_T4_path :
groups/pgg_raag_clique.v	982	Lemma	table_T4_star3	(* Note: path P_4 and star K_{1,3} have the same clique polynomial P(z) = 1 - 4z + 3z^2 = (1-z)(1-3z), hence the same trace counts. By the Cartier-Foata theorem, the trace-counting generating functio…	Lemma table_T4_star3 :
groups/pgg_raag_clique.v	987	Lemma	table_T4_abelian		Lemma table_T4_abelian :
groups/pgg_raag_clique.v	993	Lemma	path4_ntB_check	(* Cross-check: n_traces_natB for path P_4 matches the clique prediction *)	Lemma path4_ntB_check :
groups/pgg_raag_clique.v	999	Lemma	star3_ntB_check	(* Cross-check: n_traces_natB for star K_{1,3} matches *)	Lemma star3_ntB_check :
groups/pgg_raag_path.v	49	Lemma	path_gen_tupleE		Lemma path_gen_tupleE (i : 'I_T) : tnth path_gen_tuple i = path_gen i.
groups/pgg_raag_path.v	54	Lemma	path_gen_inj	(* --- Generator injectivity --- *)	Lemma path_gen_inj : injective path_gen.
groups/pgg_raag_path.v	99	Lemma	path_comm_sym		Lemma path_comm_sym : symmetric path_comm.
groups/pgg_raag_path.v	102	Lemma	path_comm_irrefl		Lemma path_comm_irrefl : irreflexive path_comm.
groups/pgg_raag_path.v	105	Lemma	path_comm_dist2		Lemma path_comm_dist2 (i j : 'I_T) :
groups/pgg_raag_path.v	110	Lemma	path_dist_neq		Lemma path_dist_neq (a b : nat) : (a - b) + (b - a) >= 2 -> a != b.
groups/pgg_raag_path.v	113	Lemma	path_dist_neqS		Lemma path_dist_neqS (a b : nat) : (a - b) + (b - a) >= 2 -> a != b.+1.
groups/pgg_raag_path.v	121	Lemma	path_Hcomm		Lemma path_Hcomm : forall i j : 'I_T,
groups/pgg_raag_path.v	138	Lemma	path_gen_inj_sigmas	(* --- RAAG instance wrapper lemmas --- *)	Lemma path_gen_inj_sigmas :
groups/pgg_raag_path.v	142	Lemma	path_Hcomm_sigmas		Lemma path_Hcomm_sigmas : forall i j : 'I_T,
groups/pgg_raag_path.v	150	Lemma	path_adj_noncommute	(* --- Non-abelianity (via generic) --- *)	Lemma path_adj_noncommute (Hm : 0 < m) :
groups/pgg_raag_path.v	171	Lemma	path_G_nonabelian		Lemma path_G_nonabelian : 0 < m ->
groups/pgg_raag_path.v	186	Lemma	path_indep_pair	(* --- Independent set: any adjacent pair {i, i+1} --- *)	Lemma path_indep_pair (Hm : 0 < m) :
groups/pgg_raag_path.v	204	Lemma	path_traces_lb		Lemma path_traces_lb (L : nat) : 0 < m ->
groups/pgg_weval_inj.v	76	Lemma	map_uniq_injective		Lemma map_uniq_injective (T1 T2 : eqType) (f : T1 -> T2) (xs : seq T1) (a b : T1) :
groups/pgg_weval_inj.v	92	Lemma	mem_all_words		Lemma mem_all_words Tg L (w : seq nat) :
groups/pgg_weval_inj.v	122	Lemma	eval_foldl_agree	(* Key lemma 1: foldl on nat matches foldl on ordinals *)	Lemma eval_foldl_agree (ws : seq 'I_Tg) (x : 'I_N) :
groups/pgg_weval_inj.v	130	Lemma	word_eval_foldl	(* Key lemma 2: word_eval equals foldl over the tuple *)	Lemma word_eval_foldl (L : nat) (w : @pgg_word M L) (x : 'I_N) :
groups/pgg_weval_inj.v	153	Lemma	eval_word_agree	(* Combine: eval_word_nat agrees with word_eval *)	Lemma eval_word_agree (L : nat) (w : @pgg_word M L) (x : 'I_N) :
groups/pgg_weval_inj.v	161	Lemma	map_val_tuple_inj	(* map val is injective on pgg_word *)	Lemma map_val_tuple_inj (L : nat) (w1 w2 : @pgg_word M L) :
groups/pgg_weval_inj.v	166	Lemma	map_val_in_all_words	(* map val of a pgg_word is in all_words *)	Lemma map_val_in_all_words (L : nat) (w : @pgg_word M L) :
groups/pgg_weval_inj.v	175	Lemma	weval_inj_of_natB	(* Main reflection lemma *)	Lemma weval_inj_of_natB (L : nat) :
groups/pgg_weval_inj.v	202	Lemma	weval_inj_inst_search_space		Lemma weval_inj_inst_search_space : @search_space M L = m.+1 ^ L.
groups/pgg_weval_inj.v	225	Lemma	oc_s0K		Lemma oc_s0K : cancel oc_s0_fun oc_s0_inv.
groups/pgg_weval_inj.v	228	Lemma	oc_s0E		Lemma oc_s0E x : oc_s0 x = oc_s0_fun x. Proof. by rewrite permE. Qed.
groups/pgg_weval_inj.v	239	Lemma	oc_s1K		Lemma oc_s1K : cancel oc_s1_fun oc_s1_inv.
groups/pgg_weval_inj.v	242	Lemma	oc_s1E		Lemma oc_s1E x : oc_s1 x = oc_s1_fun x. Proof. by rewrite permE. Qed.
groups/pgg_weval_inj.v	245	Lemma	oc_sigmas_size	(* Generator tuple *)	Lemma oc_sigmas_size : size [:: oc_s0; oc_s1] == 2.
groups/pgg_weval_inj.v	250	Lemma	oc_sigmasE		Lemma oc_sigmasE (i : 'I_2) : tnth oc_sigmas i =
groups/pgg_weval_inj.v	265	Lemma	oc_gens_agree		Lemma oc_gens_agree (i : 'I_2) (x : 'I_oc_N) :
groups/pgg_weval_inj.v	273	Lemma	oc_s0_order3	(* Order 3 *)	Lemma oc_s0_order3 : (oc_s0 ^+ 3 = 1 :> {perm 'I_oc_N})%g.
groups/pgg_weval_inj.v	279	Lemma	oc_s1_order3		Lemma oc_s1_order3 : (oc_s1 ^+ 3 = 1 :> {perm 'I_oc_N})%g.
groups/pgg_weval_inj.v	286	Lemma	oc_noncommute	(* Non-commutativity *)	Lemma oc_noncommute : (oc_s0 * oc_s1 != oc_s1 * oc_s0)%g.
groups/pgg_weval_inj.v	293	Lemma	oc_weval_inj2	(* Word-eval injectivity via nat-level boolean decision + vm_compute *)	Lemma oc_weval_inj2 : @weval_inj OC_PGGTypes 2.
groups/pgg_weval_inj.v	300	Lemma	oc_search_space_2	(* Search space instantiation *)	Lemma oc_search_space_2 : @search_space OC_PGGTypes 2 = 4.
instances/abelian/abelian_word_collapse.v	50	Lemma	freq_vec_sum	(* Sum of frequencies equals word length *)	Lemma freq_vec_sum (w : pgg_word M L) :
instances/abelian/abelian_word_collapse.v	63	Lemma	abelian_prod_in	(* only Monoid.law. We reprove them under a runtime abelian hypothesis. *)	Lemma abelian_prod_in (Habel : abelian G)
instances/abelian/abelian_word_collapse.v	73	Lemma	abelian_bigID		Lemma abelian_bigID (Habel : abelian G)
instances/abelian/abelian_word_collapse.v	90	Lemma	abelian_big_union		Lemma abelian_big_union (Habel : abelian G)
instances/abelian/abelian_word_collapse.v	107	Lemma	abelian_partition_big		Lemma abelian_partition_big (Habel : abelian G)
instances/abelian/abelian_word_collapse.v	135	Lemma	big_const_expg		Lemma big_const_expg (n : nat) (P : pred 'I_n) (g : gT) :
instances/abelian/abelian_word_collapse.v	147	Lemma	abelian_word_eval	(* Main theorem: abelian word evaluation depends only on frequency vector. In an abelian group, the product \prod_i sigma_{w_i} can be rearranged by collecting equal generators: sigma_j^{count of j i…	Lemma abelian_word_eval (w : pgg_word M L) :
instances/abelian/abelian_word_collapse.v	165	Lemma	freq_vec_det	(* Two words with the same frequency vector give the same group element *)	Lemma freq_vec_det (w1 w2 : pgg_word M L) :
instances/abelian/abelian_word_collapse.v	198	Lemma	freq_vec_lt	(* The frequency vector of a word, as a bounded function *)	Lemma freq_vec_lt (w : pgg_word M L) (j : 'I_Tg) :
instances/abelian/abelian_word_collapse.v	208	Lemma	freq_vec_ffun_val		Lemma freq_vec_ffun_val (w : pgg_word M L) (j : 'I_Tg) :
